the_geom,OBJECTID,Segment_ID,StreetName,CENSUS_ID,DEPOT_NUMB,DEPOT_NAME,MOCO_MAINT,Shape_Leng,FromStreet,ToStreet,Length_1,Width,SurfaceTyp,PCI
"MULTILINESTRING ((-77.00807842058904 39.00384366269124, -77.0081769710548 39.00402444267244, -77.00821392697833 39.00408630420189, -77.00824164414428 39.004134266130535, -77.00828431961293 39.00420745309275, -77.00833887431223 39.00429900106211, -77.00839914900631 39.004408824740224, -77.00842510679252 39.00445618601503, -77.00845986377638 39.00451864835294, -77.00849550055098 39.00458068132845, -77.00852233872763 39.00462847146725, -77.00856589496571 39.00470500481399, -77.00861649054589 39.004793206375204, -77.00867984533362 39.00490302967045, -77.0087066835037 39.00494876073082, -77.0087436406407 39.005012852895945, -77.00877707751155 39.00506733525995, -77.00880919485816 39.00512267561552, -77.00884747174315 39.005185824020785, -77.00887430981413 39.00523249866531, -77.00905821422789 39.005524386499836, -77.00913081391279 39.005682258403105))",9998,33937,ETON RD,33937,15,Silver Spring,YES,733.675105052,SAFFRON LA,OLDHAM RD,733.7,24,AC,42.2048
"MULTILINESTRING ((-77.00913081391279 39.005682258403105, -77.00919197008476 39.005783243700094, -77.00922232885883 39.00583815545711, -77.0092526872488 39.0058930668695, -77.0092834860154 39.00594797823842, -77.00931384493025 39.00600288996977, -77.0093446433606 39.00605780132138, -77.00937588216927 39.00611271262893, -77.00940668112585 39.00616762429904, -77.00943791959966 39.0062225355888, -77.00946915855248 39.00627744686954, -77.00949995722135 39.00633235851322, -77.00953075636852 39.00638726981195, -77.00956199546516 39.006442181065985, -77.00959147456985 39.006497092791506, -77.0096310805425 39.006619015509635))",9789,33938,ETON RD,33938,15,Silver Spring,YES,370.186448793,OLDHAM RD,MELBOURNE AVE,370.2,24,AC,57.0428
"MULTILINESTRING ((-77.09979872656731 39.038379212201654, -77.099880119899 39.03836378434369, -77.09996107278535 39.03834844219147, -77.10007724544447 39.03834276592465, -77.10019298010764 39.038338291040034, -77.10046318021612 39.03833265389315, -77.10075581267664 39.03831867400756, -77.10104185639517 39.03831345083446, -77.10131161447644 39.0383062674258, -77.10154220178492 39.038296543691764, -77.1016667385551 39.03829257438459, -77.1017917149793 39.038288604898746, -77.1019827031419 39.03828457744953, -77.10214817585356 39.03828683574674, -77.10224850974505 39.03828408806156, -77.10233873197085 39.03828812792733))",5827,33941,EUCLID DR,33941,15,Silver Spring,YES,723.402928729,WAYCROSS WAY,ORLEANS WAY,723.4,24,AC,86.796
"MULTILINESTRING ((-77.18540349830214 39.12595673354876, -77.18553817241892 39.125896802947146, -77.18571951612192 39.125823241920116, -77.18600341499881 39.1257079900307, -77.18659850028301 39.125466630161334, -77.18686298706298 39.12534299870881, -77.18701741120371 39.12525454903576, -77.18715772193602 39.125160973740165, -77.18758866792726 39.124835614624075, -77.18768934494526 39.12475085370335))",17178,33967,EUGENE DR,33967,11,Gaithersburg East,YES,789.772756017,ALDEN AVE,EDGEWOOD DR,789.8,20,AC,83.0391
"MULTILINESTRING ((-77.05003939108629 39.03015909064862, -77.05024758421794 39.03024420328098, -77.05031801771817 39.03028475777427, -77.05038845359991 39.03032917310017, -77.05045888963578 39.03037307371176, -77.05052932496204 39.030416459273276, -77.05059975976445 39.030458986894466, -77.05067019514327 39.03050160053137, -77.05074063274324 39.03054781749692, -77.05081107968041 39.0306069906217))",6762,33969,EUGENE ST,33969,15,Silver Spring,YES,274.664408732,DOUGLAS AVE,334 ft (0.06 Mi) S of KIMBERLY ST,274.7,24,AC,92.9583
"MULTILINESTRING ((-77.05081107968041 39.0306069906217, -77.05085203280801 39.03064910193572, -77.05088155825254 39.030709665694566, -77.05091327547888 39.03075890269524, -77.0509287161514 39.030813809500536, -77.0509335955799 39.03086872123579, -77.05093099454274 39.030923635889366, -77.05092751382551 39.03097855092502, -77.05092315256445 39.03103346667918, -77.05091835167323 39.03108838228762, -77.05091531056175 39.03114329712966, -77.0509201904335 39.0311982088613, -77.05093431060997 39.03125311623512, -77.0509567918637 39.0313080199667, -77.0509898336317 39.031362919429256, -77.05103255625643 39.03141781432503, -77.05108231775921 39.031469788877516))",6714,33970,EUGENE ST,33970,15,Silver Spring,YES,334.118543366,275 ft (0.05 Mi) NW of DOUGLAS AVE,KIMBERLY ST,334.1,24,AC,94.575
"MULTILINESTRING ((-77.04660360120019 39.026719052392956, -77.04663351934055 39.02671535070538))",6854,33977,EVANS DR,33977,15,Silver Spring,YES,8.60560484944,GEORGIA AVE,METRORAIL TRACK B2 RAIL,8.6,35,AC,88.637
"MULTILINESTRING ((-77.04774751117414 39.02655856935663, -77.0478874192522 39.02653800532635, -77.04806251636636 39.02650078103117, -77.04813290684655 39.02648565080276, -77.04820329729684 39.02647052053195, -77.04827368814817 39.026455390218594, -77.04834407853863 39.02644025986302, -77.04841446889915 39.02642512946507, -77.04848485977772 39.02641017080592, -77.04855525031265 39.02639538354973, -77.04862564081833 39.02638059625119, -77.04869603172577 39.02636580891005, -77.04876642217297 39.026351021526715, -77.04883681264974 39.026336319823606, -77.04890720341068 39.026321446632736, -77.04925521099071 39.02626981904102))",7185,33978,EVANS DR,33978,15,Silver Spring,YES,441.33641661,DOUGLAS AVE,GARDINER AVE,441.3,35,AC,88.1743
"MULTILINESTRING ((-77.04925521099071 39.02626981904102, -77.04954074410796 39.02622748365978, -77.0496111409385 39.026222305775626, -77.04968153806993 39.026216956067564, -77.0497519347598 39.02621160631735, -77.04982233143933 39.02620625686094, -77.04989272841865 39.02620073524447, -77.04996312483604 39.02619504247678, -77.0500335213624 39.026189520775795, -77.05010391830903 39.026183999368435, -77.05017431481379 39.02617847791891, -77.05024471124713 39.026172870704436, -77.05031510810014 39.026167263111255, -77.05038550457196 39.026161741534665, -77.05045590146385 39.02615621991556, -77.05052629779195 39.026150526472904, -77.05059669423086 39.026145004769276, -77.05066709102859 39.02613939696434, -77.0507374873845 39.02613378945341, -77.05080788379023 39.02612826728655, -77.05087828049378 39.02612257396814, -77.05094867675484 39.02611688027138, -77.05101907300465 39.02611118653228, -77.05108946967441 39.026105493086796, -77.05115986584013 39.0260997135404, -77.05129977889244 39.02608866937788, -77.05165441675103 39.026082850318744))",7211,33979,EVANS DR,33979,15,Silver Spring,YES,685.614734094,GARDINER AVE,231 ft (0.04 Mi) E of HAYWOOD DR,685.6,34,AC,94.4941
"MULTILINESTRING ((-77.05165441675103 39.026082850318744, -77.05198575628809 39.0261067284676, -77.0524544190893 39.02618777465391))",7212,33980,EVANS DR,33980,15,Silver Spring,YES,230.905524415,686 ft (0.13 Mi) W of GARDINER AVE,HAYWOOD DR,230.9,34,AC,90.201
"MULTILINESTRING ((-77.0524544190893 39.02618777465391, -77.05253319872061 39.02621322247033, -77.05268327158052 39.02625579915976, -77.05276072628705 39.02627506967525, -77.05283862155488 39.0262944259993, -77.05290199463293 39.02631130052741, -77.05296536793229 39.02632843218893, -77.05302830168488 39.0263461650821, -77.05309871391003 39.02636123445794, -77.05317835813983 39.02636600313315, -77.05324348061994 39.0263683761111, -77.05334028112594 39.026367988806015, -77.05347095884892 39.026363038278554))",7201,33981,EVANS DR,33981,15,Silver Spring,YES,299.62223658,HAYWOOD DR,INSLEY ST,299.6,34,AC,92.15
"MULTILINESTRING ((-77.05347095884892 39.026363038278554, -77.05362936045186 39.026362880077656, -77.05379304095051 39.02636143205207, -77.05387972153686 39.02636079144779, -77.05396640162569 39.0263600650569, -77.05403108156257 39.02635909159283, -77.054096201327 39.02635786038566, -77.05416088106399 39.0263566290097, -77.0542260010853 39.02635574095686, -77.05432808239172 39.026356036841165, -77.05443060372392 39.026356332431774, -77.05453180406202 39.02635542708669, -77.05463300426604 39.026354350208905, -77.05474388451834 39.026353182993425, -77.05485432461002 39.02635184443399, -77.05504528338577 39.02634789355912, -77.05517464453563 39.02634766119923, -77.05524768288836 39.02634462342578))",7175,33982,EVANS DR,33982,15,Silver Spring,YES,504.829059296,INSLEY ST,BRUNSWICK AVE,504.8,24,AC,77.2645
"MULTILINESTRING ((-77.05524768288836 39.02634462342578, -77.05538760426404 39.026344471567555, -77.05559572463814 39.02634248530875, -77.0557726028775 39.02633785348172, -77.05597412381996 39.026336556148124, -77.05614836241257 39.026332611468966, -77.05631424142142 39.02632927128384))",7177,33983,EVANS DR,33983,15,Silver Spring,YES,303.067881103,BRUNSWICK AVE,DUVAWN PL,303.1,24,AC,88.637
"MULTILINESTRING ((-77.05631424142142 39.02632927128384, -77.05639608282875 39.02633008977353, -77.05652808361359 39.026329253914895, -77.05672477028159 39.026334993602376, -77.0568413633743 39.026325069518485))",7178,33984,EVANS DR,33984,15,Silver Spring,YES,149.987964149,DUVAWN PL,CONOVER DR,150,24,AC,88.637
"MULTILINESTRING ((-77.04091697265586 39.02598473431311, -77.04093153323267 39.026055516611784, -77.04097338768163 39.026150056372465, -77.0410222574205 39.026200834444644, -77.0410926920303 39.02626009953349, -77.04116311612717 39.02630023028579, -77.04123353679205 39.026335041487876, -77.04130395875295 39.02637122521731, -77.04137438314648 39.02641221407617, -77.04144481056755 39.02645826523196, -77.04151524171228 39.02650980763353, -77.041585674783 39.02656521120699, -77.04165610916787 39.026622673760535, -77.04172654460031 39.02668099450528, -77.04179697971716 39.02673931520702, -77.04186741489879 39.02679754980687, -77.04193785274924 39.02685938841012, -77.04200828765873 39.02691676502545, -77.04207872085648 39.026971052895114, -77.04214915007238 39.02701770435175, -77.04221957599863 39.02705937881311, -77.04229000088645 39.027099165990144, -77.04236042587539 39.02713826633509, -77.04243085102212 39.02717822487187, -77.0425012886118 39.027238175553194))",7229,33989,EVANS PKW,33989,15,Silver Spring,YES,653.081260873,DENNIS AVE,105 ft (0.02 Mi) S of EVANS PKW,653.1,22,AC,64.6468
"MULTILINESTRING ((-77.0425012886118 39.027238175553194, -77.04254884786725 39.027302681843025, -77.04257176097744 39.02735681489682, -77.0426400509908 39.027504799348144))",7062,33990,EVANS PKW,33990,15,Silver Spring,YES,105.146356938,653 ft (0.12 Mi) NW of DENNIS AVE,EVANS PKW,105.1,22,AC,72.556
"MULTILINESTRING ((-77.04308571357959 39.02739026134093, -77.04334615839466 39.02732169466357, -77.04341655267648 39.02730982775817, -77.0434869473017 39.02729856154081, -77.04355734233563 39.027287295280914, -77.04362773696884 39.027276114701415, -77.0436981319583 39.027264848356786, -77.04376852649452 39.027253581969944, -77.04383892106122 39.02724240126333, -77.04390931598395 39.0272311347916, -77.04397971045321 39.02721986794148, -77.04414910164749 39.02719929730112))",7072,33991,EVANS PKW,33991,15,Silver Spring,YES,310.554630153,CLINTON AVE,BARRIE AVE,310.6,22,AC,70.8757
"MULTILINESTRING ((-77.04414910164749 39.02719929730112, -77.0442335767886 39.027189055001664, -77.04440208140932 39.027158273927384, -77.04447247278141 39.02714228800454, -77.04454286315716 39.02712407089875, -77.04461325231338 39.027104652626036, -77.04468364078546 39.02708351851433, -77.04475402792168 39.027061011118164, -77.04482441555368 39.02703936191391, -77.04489480324935 39.02701719799539, -77.04496519101195 39.026995891932785, -77.0450355788409 39.02697475727292, -77.04510596705921 39.02695362290664, -77.0452766578541 39.02690301931657, -77.04534045025989 39.02688935195083))",7100,33992,EVANS PKW,33992,15,Silver Spring,YES,357.624874057,BARRIE AVE,AMHERST AVE,357.6,22,AC,70.8996
"MULTILINESTRING ((-77.04534045025989 39.02688935195083, -77.04542052068716 39.02687233202668, -77.04559870708654 39.026846007078866, -77.0456691004125 39.026833967036026, -77.0457394954136 39.026823900923404, -77.04580989206123 39.02681709491635, -77.04588028984506 39.026811404268955, -77.04595068596856 39.02680382600157, -77.04602108107898 39.02679470334049, -77.04609147615797 39.02678489418386, -77.04616186972964 39.02677345457496, -77.04650504774885 39.02673118957785, -77.04653320590268 39.02672766039666))",7126,33993,EVANS PKW,33993,15,Silver Spring,YES,344.163597221,AMHERST AVE,METRORAIL TRACK B1 RAIL,344.2,22,AC,78.9389
"MULTILINESTRING ((-77.08937003621423 39.06491218640181, -77.08960664965532 39.06507314159203, -77.08970622194838 39.065134413667224, -77.08980139013775 39.065194058973674, -77.08990096948784 39.06526065067703, -77.08998732705301 39.06531584068561, -77.09006488116268 39.06537172384878, -77.09012526086981 39.06542367361032, -77.0901953406758 39.065487456248796, -77.09026279510647 39.06556359625141, -77.09031748485432 39.06564171968054, -77.09035410094988 39.065701237897564))",2695,34008,EVANSTON ST,34008,15,Silver Spring,YES,405.071991925,PARKLAND DR,470 ft (0.09 Mi) S of FALCON ST,405.1,24,AC,68.502
"MULTILINESTRING ((-77.09035410094988 39.065701237897564, -77.0904154446454 39.065818825194285, -77.09044680864864 39.065902372088416, -77.090473344592 39.065997591637476, -77.09049728535447 39.066129278939734, -77.0905279630001 39.06636529632561, -77.09055994420059 39.066587584407635, -77.09058615222374 39.066770751118426, -77.09061414388155 39.06697150589152))",2620,34009,EVANSTON ST,34009,15,Silver Spring,YES,470.408934084,405 ft (0.08 Mi) NW of PARKLAND DR,FALCON ST,470.4,24,AC,71.2817
"MULTILINESTRING ((-77.09061414388155 39.06697150589152, -77.0906314467641 39.067075913506486, -77.09067447798571 39.06733217042705, -77.09073078191038 39.067638954272574, -77.09074496847231 39.06771582200464, -77.09077954570044 39.0679016418702, -77.09081325787274 39.06809947487727, -77.09084515355649 39.06825346439907, -77.09085534844763 39.068307340234306, -77.09087707305274 39.06842633051079, -77.0909151857563 39.06862192926514, -77.09093604401075 39.0687515597876))",2461,34010,EVANSTON ST,34010,15,Silver Spring,YES,654.75803598,FALCON ST,FAROE PL,654.8,24,AC,51.5734
"MULTILINESTRING ((-77.09093604401075 39.0687515597876, -77.09096399202885 39.068916792301174, -77.09099676065226 39.06906460338847, -77.09102469280155 39.06921722334978, -77.09106105427489 39.06941960145791, -77.09109962545158 39.06962892801724, -77.09113420243952 39.06981277441514, -77.09115815241324 39.06994969553445, -77.09118165414995 39.070080010363164, -77.09120559407786 39.07020895194844, -77.09123351271352 39.07035033151697, -77.09125213733854 39.07045405148374, -77.09127697154331 39.070593460155195, -77.09130491017737 39.07075019799964, -77.09132619883404 39.070871076363275, -77.09135189091052 39.07099255167357, -77.09136255540987 39.0710686495151))",2285,34011,EVANSTON ST,34011,15,Silver Spring,YES,852.613232536,FAROE PL,GLASGOW DR,852.6,24,AC,69.5916
"MULTILINESTRING ((-77.09136255540987 39.0710686495151, -77.09142908043242 39.07144440964958, -77.09156116497277 39.07212831850953))",2035,34012,EVANSTON ST,34012,15,Silver Spring,YES,390.047831901,GLASGOW DR,Dead End,390,24,AC,65.0283
"MULTILINESTRING ((-77.04001499242017 39.02133042195435, -77.04004417856137 39.02159331141731, -77.04005435936854 39.02170236335063, -77.04005791022841 39.02175727576323, -77.04006190065974 39.021812188024604, -77.04006545153109 39.02186710077185, -77.04007120196468 39.02192201242902, -77.04009551561242 39.022125613999535))",7801,34042,EVEREST ST,34042,15,Silver Spring,YES,290.54914856,CODY DR,DUBLIN DR,290.5,24,AC,86.5208
"MULTILINESTRING ((-77.04009551561242 39.022125613999535, -77.04012286516856 39.02225147714265, -77.0401532543818 39.02230638034125, -77.04024571266591 39.02241712011674, -77.04033154108147 39.022473891768534))",7695,34043,EVEREST ST,34043,15,Silver Spring,YES,148.377092168,DUBLIN DR,AUGUST DR,148.4,24,AC,83.5669
"MULTILINESTRING ((-77.04033154108147 39.022473891768534, -77.04041604919185 39.022529891972326, -77.040527393412 39.022580905865645, -77.0405978069574 39.022610226184916, -77.04066822051162 39.02263946040279, -77.04073863460366 39.02266878030068, -77.04080904837204 39.02269818621497, -77.04087946155825 39.02272647668351, -77.04094987513258 39.022754595327875, -77.04102028833157 39.022782713929836, -77.04109070178423 39.02281117571609, -77.04118092140916 39.02285069913935))",7660,34044,EVEREST ST,34044,15,Silver Spring,YES,278.271907797,AUGUST DR,ALCAN DR,278.3,24,AC,80.7571
"MULTILINESTRING ((-77.04118092140916 39.02285069913935, -77.04137236260296 39.0229346324504, -77.04144277654629 39.022963437250716, -77.04151319102753 39.022992327731004, -77.04158360473409 39.02302053171525, -77.0416540182455 39.02304830670746, -77.04172443229324 39.023076167715836, -77.04179484596492 39.02310402834567, -77.04186525964128 39.02313180321028, -77.04193567385423 39.02315966409106, -77.0420060876911 39.023187524593276, -77.0420765015831 39.023215385052964, -77.04214691596134 39.023243245806114, -77.04221732991269 39.023271020458075, -77.04228774381697 39.02329862328602, -77.042358158207 39.023326226407434, -77.04242857242515 39.02335417271327, -77.04249898712933 39.02338211864026, -77.0426362943166 39.023434837557836, -77.0427185897984 39.02346492410705))",7599,34045,EVEREST ST,34045,15,Silver Spring,YES,490.87378943,ALCAN DR,BRISBANE ST,490.9,24,AC,80.3915
"MULTILINESTRING ((-77.08557705535108 39.02073933152747, -77.08575219918546 39.020769062737884, -77.0858718941213 39.020788195017175, -77.08594537922166 39.02079654963277, -77.08602722063496 39.02080198079676, -77.08615261469761 39.02080420541741, -77.08638404517936 39.02080918288297, -77.08649360536569 39.02081545149241, -77.08664760706276 39.02082546226503))",7875,34054,EVERETT ST,34054,15,Silver Spring,YES,306.599834052,CEDAR LA,THORNWOOD RD,306.6,25,AC,35.5236
"MULTILINESTRING ((-77.08664760706276 39.02082546226503, -77.08683241774018 39.020844373212945, -77.08689446964902 39.0208576266186, -77.08698425020872 39.02087909649988, -77.08705995268036 39.02090186363613, -77.08712597541525 39.020923951812215, -77.08726551136726 39.02097704536473, -77.08732713821168 39.02100231147219, -77.08741209771004 39.02103888560882, -77.08749705729608 39.02107546001964, -77.0877391645292 39.021174895642275, -77.08798831603704 39.021277672014925, -77.08821589963786 39.021372570227605, -77.08831758448753 39.02141359304832, -77.08849938669903 39.02148844730247))",7861,34055,EVERETT ST,34055,15,Silver Spring,YES,582.45670779,THORNWOOD RD,WILDWOOD RD,582.5,25,AC,54.37
"MULTILINESTRING ((-77.08849938669903 39.02148844730247, -77.08867767884408 39.02157059708926, -77.08885067646379 39.02164073834637, -77.08891759168016 39.021671834123104, -77.08900211848189 39.02171295510529, -77.08906419730664 39.02174679995667, -77.08912407942925 39.02178322048313, -77.08917075967099 39.02181733450802, -77.08924123151276 39.02187742856622, -77.08929188066993 39.02191891839398, -77.08934825319267 39.021963063587776, -77.0894226819708 39.02202083798315, -77.08949403346875 39.02208067371026, -77.08962390244332 39.02214055031556))",7782,34056,EVERETT ST,34056,15,Silver Spring,YES,401.593367559,WILDWOOD RD,EDGEFIELD RD,401.6,25,AC,56.26
"MULTILINESTRING ((-77.08962390244332 39.02214055031556, -77.08962706256534 39.022204213661844, -77.089654989278 39.02236944854301, -77.0896829160119 39.02253459735283, -77.08970415064447 39.02262656155796, -77.08972625452364 39.02270960152406))",7688,34057,EVERETT ST,34057,15,Silver Spring,YES,209.496001899,EDGEFIELD RD,CRESTWOOD RD,209.5,25,AC,65.3915
"MULTILINESTRING ((-77.08972625452364 39.02270960152406, -77.08972810405257 39.02278064507793, -77.08974012675023 39.02289415256992, -77.08975075669578 39.02295025951591, -77.08976490506663 39.023004733349154, -77.08978257057565 39.023057231178626, -77.08980683867242 39.023112040468455, -77.089850481757 39.02317884748798))",7611,34058,EVERETT ST,34058,15,Silver Spring,YES,176.456105169,CRESTWOOD RD,487 ft (0.09 Mi) SE of GREENFIELD ST,176.5,25,AC,68.87
"MULTILINESTRING ((-77.089850481757 39.02317884748798, -77.08989675423508 39.02323750074518, -77.08993244551533 39.02327908783244, -77.08998354898056 39.02333078741512, -77.09003816617093 39.0233774222618, -77.09009850091411 39.02342199331892, -77.09017864192377 39.023472211825286, -77.09044191804573 39.023601484902684, -77.09063827434687 39.02369708894763, -77.09085180007705 39.02380005820948, -77.09102349772945 39.02387997869986, -77.09109042060872 39.02391467693048, -77.09120005906445 39.02397799978073))",7569,34059,EVERETT ST,34059,15,Silver Spring,YES,486.754020418,176 ft (0.03 Mi) N of CRESTWOOD RD,GREENFIELD ST,486.8,25,AC,51.1727
"MULTILINESTRING ((-77.09120005906445 39.02397799978073, -77.09130483767755 39.024025452829136, -77.09149018157981 39.0241094803716, -77.09157294973699 39.02414828432372, -77.09165571842614 39.02418743144358, -77.09171691512037 39.0242169853945, -77.09177723272661 39.024247226456524, -77.09183887881844 39.024283644193474, -77.09190096455457 39.02432006155248, -77.09200003816521 39.02437850138106))",7440,34060,EVERETT ST,34060,15,Silver Spring,YES,270.401891809,GREENFIELD ST,OLDFIELD DR,270.4,25,AC,39.0983
"MULTILINESTRING ((-77.09200003816521 39.02437850138106, -77.0920414484178 39.02441776645452, -77.09208285828508 39.02445703151335, -77.09212647568903 39.024501700391326, -77.09217009282766 39.024546454975564, -77.09221723535465 39.02459523942939, -77.09226437816882 39.02464419564504, -77.09230888129451 39.024693411427585, -77.09235250467445 39.02474279933233, -77.09239833175346 39.02479493129567, -77.09244415889955 39.024847063240465, -77.09249526351543 39.02489704557573, -77.0925463676611 39.02494694250201))",7395,34061,EVERETT ST,34061,15,Silver Spring,YES,258.878197174,OLDFIELD DR,PARKWOOD DR,258.9,25,AC,52.8985
"MULTILINESTRING ((-77.00643262135584 39.01067291036039, -77.00659452646197 39.01088148801634, -77.00666491917178 39.010961109167404, -77.0067353124212 39.01104021560121, -77.00680570539608 39.01111932165522, -77.00684442177047 39.01116282157889, -77.0069464923128 39.01127822042374, -77.00698872845823 39.01132755462422, -77.00703536453776 39.01138246557462, -77.00708728043834 39.01144295355236, -77.00712775704625 39.011492287807485, -77.0072034332147 39.011602110995156, -77.00722807341687 39.01165333377204, -77.00725975335854 39.011711934997685, -77.00728087496847 39.01176684776217, -77.00729759725874 39.01182176046048, -77.0073108000904 39.011876673711875, -77.0073187241425 39.01193158695529, -77.00732312914782 39.011986500417784, -77.00732753372908 39.01204141421568, -77.00733017900033 39.012096327786814, -77.00733282427566 39.01215124135727, -77.00733152986649 39.01239801068797))",9100,34073,EVERGREEN ST,34073,15,Silver Spring,YES,698.378479408,E FRANKLIN AVE,E INDIAN SPRING DR,698.4,24,AC,73.332
"MULTILINESTRING ((-77.00733152986649 39.01239801068797, -77.00733110409445 39.012535638608874, -77.00733374938682 39.01259055217414, -77.00733199528024 39.012645466350634, -77.00732848140834 39.012700380300515, -77.00731836884714 39.012755294662554, -77.00730385728805 39.0128102096339, -77.00728406640658 39.012865124595386, -77.00725987650547 39.0129200398259, -77.00722820642392 39.01296388717945, -77.00718510089233 39.01302987222998, -77.00708744739099 39.01312065768102))",8532,34074,EVERGREEN ST,34074,15,Silver Spring,YES,281.189996524,E INDIAN SPRING DR,620 ft (0.12 Mi) SW of GARWOOD ST,281.2,24,AC,79.54
"MULTILINESTRING ((-77.00708744739099 39.01312065768102, -77.00701706449333 39.01317145725232, -77.00694668101391 39.01321290424941, -77.00687629646663 39.013248602394086, -77.0068059121157 39.013282584358244, -77.00673552776252 39.01331725273497, -77.00666514292598 39.01335209285101, -77.00659475844353 39.01338684686541, -77.0065243738924 39.01342160117334, -77.00645398884944 39.01345644082541, -77.00638360415316 39.01349110932534, -77.0063132193731 39.01352560566464, -77.00624283407893 39.01355993051569, -77.00617244914038 39.01359416960127, -77.00610206414153 39.013628494703276, -77.00603167863666 39.01366273370368, -77.00596129350217 39.01369705838435, -77.00589090829985 39.0137313830224, -77.00582052258476 39.01376553617223, -77.00575013723997 39.01379977500227, -77.00567975138293 39.01383384200791, -77.00560936588272 39.01386782358424, -77.00553898032867 39.013901976227515, -77.00546859427621 39.01393612916441, -77.00539820857414 39.01397011027682, -77.00532826231067 39.01399817107213, -77.00523675729782 39.01399817520306))",8793,34075,EVERGREEN ST,34075,15,Silver Spring,YES,619.922368582,281 ft (0.05 Mi) N of E INDIAN SPRING DR,GARWOOD ST,619.9,24,AC,78.0847
"MULTILINESTRING ((-77.06311271182908 39.18712879573458, -77.06324309223648 39.18744927195295))",15027,108861,PAUL DR,108861,13,Colesville,YES,122.435073099,Dead End,HOLIDAY DR,122.4,20,X,90.1012
"MULTILINESTRING ((-77.06900498699027 39.06007222683368, -77.06925544572961 39.06004951290086, -77.06943899827719 39.06003293010529, -77.06967183897206 39.06000027290074, -77.06987342068778 39.059964030205386, -77.07011416484742 39.05991120391001))",3176,34087,EVERTON ST,34087,15,Silver Spring,YES,321.00312109,DALEWOOD DR,456 ft (0.09 Mi) NE of GOODHILL RD,321,24,AC,88.5339
"MULTILINESTRING ((-77.07011416484742 39.05991120391001, -77.07028272057292 39.0598650271164, -77.0703720591896 39.05984051982934, -77.07061805690026 39.05975946058048, -77.07083368044081 39.05967901958198, -77.07102641117665 39.05959739095712, -77.07131284766518 39.059457359558664, -77.0714496861703 39.05939112261782, -77.07155178741145 39.05936403262539))",3230,34088,EVERTON ST,34088,15,Silver Spring,YES,455.978862011,321 ft (0.06 Mi) W of DALEWOOD DR,GOODHILL RD,456,24,AC,84.1265
"MULTILINESTRING ((-77.07155178741145 39.05936403262539, -77.07174222321845 39.05919102489284, -77.07193401962503 39.05905842906182, -77.07216936362478 39.05889388757072, -77.07236511426755 39.058755196271996, -77.07244605348008 39.0586978304615, -77.07262070283461 39.05858823877762, -77.07277427732112 39.058532972732706, -77.07289133416623 39.058496691608774, -77.07299432484588 39.05848015335589, -77.07306827682676 39.05847804788415))",3295,34089,EVERTON ST,34089,15,Silver Spring,YES,550.0871167,GOODHILL RD,CONNECTICUT AVE,550.1,24,AC,88.8353
"MULTILINESTRING ((-77.07346930540506 39.05848122917927, -77.07352345535882 39.05848608605088, -77.07369338934456 39.05850133758145, -77.0737950902221 39.058514744660265, -77.0739122126169 39.058541698434745))",3294,34090,EVERTON ST,34090,15,Silver Spring,YES,128.016407555,CONNECTICUT AVE,ELBY ST,128,24,AC,53.434
"MULTILINESTRING ((-77.0739122126169 39.058541698434745, -77.07406623961671 39.05849930047781, -77.07419783413694 39.058473991354184, -77.07439191608621 39.058428393174225, -77.07451337615802 39.058394424141255, -77.0745983160603 39.05837600839729, -77.07469030895531 39.05836702625606, -77.0747836340351 39.058369026032324, -77.07491218397904 39.05837932597126, -77.0751322974628 39.0583909396117, -77.07536648482159 39.058390360158796))",3310,34091,EVERTON ST,34091,15,Silver Spring,YES,422.785879525,ELBY ST,FELDON ST,422.8,24,AC,34.5636
"MULTILINESTRING ((-77.07536648482159 39.058390360158796, -77.07550381998445 39.05838280713916, -77.0756798878919 39.058370423453766, -77.07593650025588 39.05834640439952, -77.07625429180553 39.0583143654107, -77.07636389833657 39.05831086173429))",3318,34092,EVERTON ST,34092,15,Silver Spring,YES,284.826582502,FELDON ST,ATHERTON DR,284.8,24,AC,40.2367
"MULTILINESTRING ((-77.08538599019907 39.02577763582395, -77.08534477616155 39.02589967746468, -77.08526765693865 39.026167609572575, -77.0851953389991 39.02640379115692, -77.08512087327041 39.02668416275507, -77.08508843838122 39.026789466180794))",7255,34098,EWELL AVE,34098,15,Silver Spring,YES,378.141106547,PULLER DR,BROOKFIELD DR,378.1,26,AC,65.8523
"MULTILINESTRING ((-77.08508843838122 39.026789466180794, -77.08506129203622 39.02690171567222, -77.08503237442427 39.027004699992744, -77.08496490235427 39.02724688416857, -77.08491233518036 39.02744341034917, -77.08488474162775 39.027550083094624))",7107,34099,EWELL AVE,34099,15,Silver Spring,YES,283.015701682,BROOKFIELD DR,COLFAX ST,283,24,AC,61.7241
"MULTILINESTRING ((-77.08488474162775 39.027550083094624, -77.08485186250769 39.02765212627142, -77.08475983557841 39.02796777523215, -77.08469584233697 39.028177008270724, -77.08466387568305 39.02830676500804))",7036,34100,EWELL AVE,34100,15,Silver Spring,YES,282.683531665,COLFAX ST,COLCHESTER DR,282.7,24,AC,68.3052
