the_geom,OBJECTID,Segment_ID,StreetName,CENSUS_ID,DEPOT_NUMB,DEPOT_NAME,MOCO_MAINT,Shape_Leng,FromStreet,ToStreet,Length_1,Width,SurfaceTyp,PCI
"MULTILINESTRING ((-77.27737258606709 39.07540980934335, -77.27759379760488 39.075454932053475, -77.27771366129406 39.07548038837042, -77.27804459276499 39.07554644284813, -77.27810760381432 39.07555839147664, -77.27820630583709 39.07557694766513, -77.2783063392977 39.07559816067964, -77.27840462737997 39.07562332433412, -77.27856329241187 39.075662501899835, -77.27879393381944 39.07575401857619, -77.27891875169882 39.0758074334777, -77.2790409432689 39.075864801415726, -77.27916050719709 39.0759257791772, -77.279277003165 39.07599036782, -77.27936174170708 39.0760408748536, -77.27950078942268 39.07612969134095))",1602,109838,BONNIE DALE DR,109838,17,Gaithersburg West,YES,667.307582346,Dead End,MORAN DR,667.3,20,AC,74.3991
"MULTILINESTRING ((-77.27950078942268 39.07612969134095, -77.27964739248878 39.07623625089445, -77.27973485410027 39.07630734360734, -77.27981880479304 39.076381275823216, -77.27989836390331 39.07645805032656, -77.27997352997929 39.076537408954955, -77.2800443030171 39.07661935238906, -77.28015007787151 39.07675621131996, -77.28021871284089 39.07685420457221, -77.28028163150128 39.07695409936435, -77.2803401548404 39.077055891871126, -77.28039340072786 39.07715932771709, -77.2804418099107 39.0772644051816, -77.28046225972213 39.077313863878516, -77.28064765676643 39.07798919673001, -77.28070935565363 39.0782258624884, -77.2808045930345 39.07859278121544, -77.2808358995502 39.07871523113333, -77.28085915300863 39.07880543929656, -77.28088596816733 39.078905591739975, -77.28090660937677 39.07900344247203, -77.28092196934814 39.079101820533864, -77.2809316065091 39.07920064126466, -77.28093596050941 39.0792997321672, -77.28093459116042 39.079398922517704, -77.28092963318147 39.07948156166648, -77.28091758065345 39.079663147723586, -77.28091225646888 39.07976457833937, -77.28091265856399 39.07986642450072, -77.28091878526722 39.079968256593205, -77.28093063438801 39.08006973206953, -77.28094776510102 39.080170508425226, -77.2809692265789 39.08025282668261, -77.28103876142964 39.08035442124687, -77.28111301285664 39.0804238284545))",1539,109839,BONNIE DALE DR,109839,17,Gaithersburg West,YES,1676.54464615,MORAN DR,Dead End,1676.5,20,AC,78.2872
"MULTILINESTRING ((-77.27364493661658 39.07506962145583, -77.27372756811921 39.07514604941594, -77.2737951678681 39.07520646764429, -77.27390918791205 39.07531577028435, -77.27396845194313 39.07538393028635, -77.27403570398698 39.07546828782525, -77.27409812151501 39.075554973487485, -77.27414153224626 39.07562256977429, -77.27418497985887 39.07569960412289, -77.2742231494738 39.07577828121218, -77.274256044022 39.07585902965054, -77.27429667221317 39.076004197390354, -77.27430923973718 39.07606620280903, -77.27432275817134 39.07614631015594, -77.27433356451873 39.07620823397323))",24610,109840,MORAN DR,109840,17,Gaithersburg West,YES,468.114702909,QUERY MILL RD,825 ft (0.16 Mi) SE of GLENHURST RD,468.1,22,AC,72.245
"MULTILINESTRING ((-77.27433356451873 39.07620823397323, -77.27434316170441 39.07629916189745, -77.2743638685892 39.07641657610478, -77.27440627023462 39.07656474293087, -77.2744476109254 39.07666623574015, -77.27449466880327 39.07676582723171, -77.27454168609506 39.07685486557623, -77.27463777799025 39.07699544122391, -77.27469619093694 39.07707072414625, -77.27475943800812 39.07714359346428, -77.27482707797905 39.07721370664525, -77.27486906333745 39.077253849391816, -77.27499939499316 39.077366887776975, -77.27506520539845 39.07741924418515, -77.27513540724762 39.077468586943816, -77.27520955864347 39.07751440275149, -77.27528633822944 39.077556608312236, -77.27548575125702 39.077656613689705, -77.27557617586989 39.07769750012489, -77.27566922800555 39.07773460517569, -77.27576490665402 39.07776767099989, -77.27585659970167 39.0777949116583, -77.27598309269868 39.077825845712994, -77.27606417795938 39.07784264337123))",1525,109841,MORAN DR,109841,17,Gaithersburg West,YES,825.20639273,468 ft (0.09 Mi) NW of QUERY MILL RD,GLENHURST RD,825.2,22,AC,66.1584
"MULTILINESTRING ((-77.27606417795938 39.07784264337123, -77.27623999179752 39.07787474772218, -77.27637391292565 39.0778907344228, -77.27648931151516 39.0778993852105, -77.27660513356327 39.07790357364231, -77.276720938508 39.0779034715295, -77.27683672652533 39.07789890776388, -77.27700751246917 39.07788348881783, -77.27711929325052 39.07786760818799, -77.27722973657791 39.0778475265408, -77.27732168536919 39.077827231416904, -77.27742154409363 39.07780288451611, -77.27752006499426 39.077774250565355, -77.27761680881562 39.07774150238924, -77.2777104554288 39.07770498601039, -77.27780718021255 39.07766751864026, -77.27788806021577 39.07763180457049, -77.27796584377751 39.077592408384966, -77.27804053079454 39.077549415812044, -77.27814287361875 39.07748482145466))",1442,109842,MORAN DR,109842,17,Gaithersburg West,YES,628.070118638,GLENHURST RD,629 ft (0.12 Mi) NE of BONNIE DALE DR,628.1,22,AC,80.51
"MULTILINESTRING ((-77.27814287361875 39.07748482145466, -77.2782267490602 39.077426963247376, -77.27831060188001 39.077363356278546, -77.27839003874888 39.07729658500473, -77.27846550178201 39.077226991944066, -77.27853655021104 39.077154577479966, -77.27860318548315 39.077079599791546, -77.27866496649932 39.07700197354133, -77.27874070660562 39.07689085117899, -77.27882963514735 39.07677446361603, -77.27890370489509 39.07668668336293, -77.27898218678388 39.07660129478493, -77.27906508191207 39.07651846998705, -77.2791528299306 39.076438035795746, -77.27950078942268 39.07612969134095))",1538,109843,MORAN DR,109843,17,Gaithersburg West,YES,629.027501309,628 ft (0.12 Mi) W of GLENHURST RD,BONNIE DALE DR,629,22,AC,71.8603
"MULTILINESTRING ((-77.27606417795938 39.07784264337123, -77.2759879749658 39.07806281924385, -77.27596071185732 39.078185923801826, -77.27593653405772 39.07830979291487, -77.27592760368624 39.078391411881924, -77.27592395733774 39.07847310378407, -77.27592309812586 39.07859219920392, -77.27592781268987 39.078672412786254, -77.27593825034735 39.078752355717484, -77.2759647237031 39.07887970949558, -77.27598529966126 39.07896237398702, -77.27601159710937 39.079044338878084, -77.2760676247674 39.07918500770369, -77.2760920824198 39.07924672769735, -77.27616111758428 39.079448542725316, -77.27618257420882 39.07953120543164))",1422,109844,GLENHURST RD,109844,17,Gaithersburg West,YES,628.074375408,MORAN DR,GLENHURST CT,628.1,22,AC,77.6741
"MULTILINESTRING ((-77.27618257420882 39.07953120543164, -77.27620136721627 39.07960821104913, -77.27621034101332 39.07976469299121, -77.27621368595435 39.07983229687607, -77.27621227394161 39.07992230658958, -77.2762055787642 39.08001250020416, -77.27618619962279 39.08012486083506, -77.27616279203855 39.08022032759647, -77.27612276681221 39.08034560728541, -77.27608708109678 39.08045440231272, -77.2760587354554 39.080525684907926, -77.27602510022864 39.080595521343135, -77.27598661499671 39.08066382451988, -77.2759428398215 39.08073059580608, -77.27588151325088 39.08081345321266, -77.2758175270804 39.08089185527323, -77.2757491278514 39.08096786545549, -77.27567587562544 39.08104148445113, -77.27559075750916 39.0811212229562, -77.27551789714676 39.081182399480866, -77.27544106220319 39.08124058234895, -77.275360251484 39.081295685833595, -77.27527634591343 39.08134753574011))",1293,109845,GLENHURST RD,109845,17,Gaithersburg West,YES,745.261939369,GLENHURST CT,1537 ft (0.29 Mi) W of Dead End,745.3,22,AC,72.9376
"MULTILINESTRING ((-77.27527634591343 39.08134753574011, -77.27516651051118 39.08141248867789, -77.27507378895926 39.081461956581265, -77.27497841106772 39.08150791302213, -77.27488037671206 39.081550100156285, -77.27477924577191 39.08158869112593, -77.27463894450918 39.081632693327045, -77.27451049807249 39.08166774409115, -77.27438027449814 39.08169876658489, -77.27424827347167 39.08172567407275, -77.2741144828879 39.081745207127156, -77.27400487734583 39.08175593141245, -77.27389481489011 39.08176236653351, -77.27378429554052 39.08176451248904, -77.27369137641938 39.08176309959057, -77.27357775437724 39.081760018521635, -77.27346499691807 39.08175273125198, -77.27335266336668 39.08174115309063, -77.2732411945374 39.08172528233817, -77.27317377650778 39.08171368460016, -77.27300277467603 39.0816755581912))",1170,109846,GLENHURST RD,109846,17,Gaithersburg West,YES,683.467389782,745 ft (0.14 Mi) N of GLENHURST CT,853 ft (0.16 Mi) NW of Dead End,683.5,22,AC,78.9147
"MULTILINESTRING ((-77.27300277467603 39.0816755581912, -77.2728326209584 39.08162876357508, -77.27276383923264 39.08160601484306, -77.2727003468581 39.08158454059308, -77.27260597803273 39.0815494956165, -77.27253276169411 39.08151852003366, -77.27242556585409 39.08146848930175, -77.27233996212324 39.08142244123211, -77.27222388783606 39.081353640376804, -77.27212985719969 39.08129173839101, -77.27203889712561 39.08122665446068, -77.27195188791025 39.08115838654889, -77.2717769041501 39.08099945850313, -77.27163420078703 39.08087571965466, -77.27154407155918 39.080797420129294, -77.27144954929136 39.080721618668164, -77.27135107599868 39.080649086742675, -77.27124865286906 39.08057991006217, -77.27113476383886 39.0805061268161, -77.27101824913491 39.08043672505101, -77.27089866631154 39.08037093428509, -77.27084834407435 39.08033844607313, -77.27072436812804 39.080275325020835, -77.27066130779406 39.08025118859482))",1245,109847,GLENHURST RD,109847,17,Gaithersburg West,YES,853.193106929,1429 ft (0.27 Mi) NE of GLENHURST CT,Dead End,853.2,22,AC,70.1859
"MULTILINESTRING ((-77.26957751382923 39.07127089949035, -77.26952129934998 39.07154087672253, -77.26945045902347 39.07190175198751, -77.26939132155506 39.0722140361676, -77.26935891151913 39.0723755903072, -77.26932523594013 39.07255181926644, -77.2692669244325 39.072849944179936, -77.26921986730592 39.07309707685577, -77.26918529353716 39.07326884622642, -77.26913696855709 39.07353005295209, -77.26907213257603 39.0738497290996))",24574,109848,LANTERN HOLLOW DR,109848,17,Gaithersburg West,YES,950.148720133,GLEN RD,Dead End,950.1,22,AC,89.24
"MULTILINESTRING ((-77.2698879612761 39.063969788758286, -77.26992585315142 39.06409411467618, -77.27007254265494 39.06458181981091, -77.27013813354367 39.064812390792035, -77.27019834473887 39.06501731931995, -77.2702304654261 39.06512878799023, -77.27025630315643 39.065208610396795, -77.27030003046316 39.065362181206, -77.2703121065155 39.06541200467709, -77.27031706664661 39.06544296786465, -77.27032027071577 39.06547513622541, -77.27032454065899 39.06555620951748, -77.27033105474311 39.06564843193855, -77.27033090976298 39.0657261688906, -77.27032637971365 39.06580854967102, -77.27031260196391 39.065890179288864, -77.27029310102498 39.0659719081724, -77.27026693909498 39.06603855119438, -77.27023690103641 39.06612794072205, -77.27021259031487 39.0662183463631, -77.27019312500458 39.06630951332553, -77.27017938468605 39.06640118174339))",24551,109850,BRUSHWOOD TER,109850,17,Gaithersburg West,YES,903.800144265,TRAVILAH RD,683 ft (0.13 Mi) S of BRUSHWOOD WAY,903.8,22,AC,77.6
"MULTILINESTRING ((-77.27017938468605 39.06640118174339, -77.27017092954233 39.066493352969566, -77.27016819856138 39.066585682431295, -77.27017075106309 39.06667817148186, -77.2701839660077 39.0667961189576, -77.27020013879506 39.06688136918799, -77.27022159230363 39.06696592044285, -77.27024876542104 39.06704951521219, -77.27028077739222 39.06713198307209, -77.27031806742572 39.06721315156043, -77.27036063456059 39.06729276350789, -77.27040847989439 39.06737099035065, -77.27044701049162 39.0674309630491, -77.27048956159472 39.067506284839574, -77.27052727668493 39.067583333910314, -77.27055927421335 39.067661854799915, -77.27058599303298 39.06774158933233, -77.27060699164552 39.06782210891183, -77.2706263277267 39.06792854496933, -77.27063456721656 39.068011324820176, -77.2706370843771 39.068094461454976, -77.27063007152557 39.0682184618584))",2492,109851,BRUSHWOOD TER,109851,17,Gaithersburg West,YES,683.326177449,904 ft (0.17 Mi) N of TRAVILAH RD,BRUSHWOOD WAY,683.3,22,AC,86.33
"MULTILINESTRING ((-77.27063007152557 39.0682184618584, -77.2706180645769 39.06830266172899, -77.27059166539104 39.06842284572684, -77.27056637351507 39.06848699847, -77.2705080931083 39.0685592926941, -77.27041778331227 39.068660662178466))",2312,109852,BRUSHWOOD TER,109852,17,Gaithersburg West,YES,175.756977767,BRUSHWOOD WAY,Dead End,175.8,22,AC,87.882
"MULTILINESTRING ((-77.27063007152557 39.0682184618584, -77.27151448741925 39.0681983104187, -77.27223381414338 39.068180938439866, -77.27288578144446 39.068163976530904, -77.27305658152672 39.06815800140723, -77.27321242924094 39.06815643678614, -77.27339646982126 39.06815901022562, -77.27359814588407 39.06816806311165, -77.27373554357092 39.06817718053592, -77.27395136677382 39.06820138669029, -77.27416412401757 39.06822971832442, -77.27434826405631 39.06825803089729, -77.27457426995268 39.06829688432566, -77.27515623562316 39.068393762023966, -77.27563159130922 39.068473298290016, -77.27571530600368 39.0684899182314, -77.27579727576278 39.06851048947735, -77.2758770593522 39.06853509845696, -77.27595509683232 39.06856357235714, -77.27603050741295 39.06859574214928, -77.27610285038533 39.06863160854127, -77.27617256580663 39.06867099905655, -77.27622994310136 39.06870767283502, -77.27630544514092 39.06876343768635, -77.27636506998951 39.068811946850346, -77.27642648662699 39.06886843131307, -77.27648395255129 39.06892784231435, -77.27663510623546 39.06907738184382, -77.27676500645798 39.06919582534497, -77.2768992982154 39.06931134073641, -77.27703754165579 39.06942392938006, -77.27715942281772 39.06951785200645, -77.27729628568372 39.06961491344015, -77.2774366582061 39.069708620207685, -77.27758098057363 39.069799056975484, -77.27772837171884 39.06988588225762, -77.27780728396758 39.069912293832445, -77.27788306004564 39.06992472697195, -77.27797777849254 39.06993994662108))",2317,109853,BRUSHWOOD WAY,109853,17,Gaithersburg West,YES,2303.76851073,BRUSHWOOD TER,Dead End,2303.8,22,AC,77.5773
"MULTILINESTRING ((-77.28179272651693 39.06459212653302, -77.28185016390564 39.06464407046839, -77.28195615656223 39.064728502193255, -77.28205504223108 39.06479682002351, -77.28212391331105 39.064845561195945, -77.282196733569 39.06489094695217, -77.28227262179664 39.06493280729221, -77.28240842898943 39.0649861920777, -77.28251780569511 39.06503543605045, -77.28263459220702 39.06506604315753, -77.28273901688168 39.06508775647583, -77.28284430466336 39.06510517746839, -77.28295089665865 39.06511830506698, -77.28309534229821 39.065129624933995, -77.28320540244086 39.06512927308053))",2696,109854,ESWORTHY PL,109854,17,Gaithersburg West,YES,463.186203988,Dead End,ESWORTHY RD,463.2,24,AC,38.4714
"MULTILINESTRING ((-77.28320540244086 39.06512927308053, -77.28327408893085 39.06513125201454, -77.28334628787037 39.06513090555446, -77.28375795781825 39.0651408915756, -77.28401422143295 39.06515099567688, -77.28409215236753 39.06515277992831, -77.2841683379272 39.06515860134469, -77.28424410080127 39.06516871354944, -77.28431855936257 39.06518294757562, -77.28439171327939 39.06520121736806, -77.28447856435068 39.06523180961411, -77.28455176089973 39.065260718850766, -77.28462233205319 39.06529366673179, -77.2846841074399 39.065328781364485, -77.28474281502646 39.06536750712164, -77.28484423071232 39.065407158645))",2642,109855,ESWORTHY TER,109855,17,Gaithersburg West,YES,488.559420185,ESWORTHY RD,1684 ft (0.32 Mi) S of ESWORTHY RD,488.6,20,AC,33.3295
"MULTILINESTRING ((-77.28484423071232 39.065407158645, -77.28489392011097 39.065502450021285, -77.28493550553934 39.06555297204577, -77.28497181686096 39.065605651964034, -77.28500285372544 39.06566040439564, -77.28502861362684 39.0657167136725, -77.2850486529407 39.06577363759672, -77.28509098318455 39.06590000716828, -77.28517170533802 39.066158761783775, -77.28521006362945 39.06628265267615, -77.28524308240789 39.066392484998175, -77.28526539910355 39.06646828004365, -77.28528770827859 39.066542187195346, -77.28534660718884 39.066738101916044, -77.28545763683061 39.0670885909613, -77.28548982064864 39.06720949382134, -77.2855037881097 39.067289170025795, -77.28551203424759 39.06736920340186, -77.2855145574056 39.06744950823249, -77.28551180051112 39.06753042632705, -77.2854945193452 39.067612495564624, -77.28547366841325 39.06768273273847, -77.28544708908362 39.06775169669275, -77.28541522118913 39.067819386351566, -77.28537806308506 39.067885287381266))",2613,109856,ESWORTHY TER,109856,17,Gaithersburg West,YES,936.491414129,489 ft (0.09 Mi) W of ESWORTHY RD,747 ft (0.14 Mi) SW of ESWORTHY RD,936.5,20,AC,29.1
"MULTILINESTRING ((-77.28537806308506 39.067885287381266, -77.28533605503688 39.067949398031715, -77.28527560862246 39.06802668152422, -77.28521426389074 39.06809967736261, -77.2851410536097 39.06817802120799, -77.2850774636349 39.068240039572814, -77.28498183259742 39.068326589573324, -77.28489538079768 39.06839672875463, -77.28484400526402 39.068430573827406, -77.28479043470178 39.06846614034063, -77.28471619540068 39.06850759190841, -77.28465335971454 39.068538204289126, -77.28459182561245 39.06856400899461, -77.28447840012926 39.06860495457149, -77.28436187067264 39.068640330924985, -77.28428182335266 39.068660688819946, -77.28398006530873 39.06872740287534, -77.28377198299556 39.06876866332904, -77.28334571943095 39.068858329226394, -77.28327796874939 39.06887102034363, -77.2832119739744 39.06888250571945))",2355,109857,ESWORTHY TER,109857,17,Gaithersburg West,YES,747.346038434,1425 ft (0.27 Mi) NW of ESWORTHY RD,ESWORTHY RD,747.3,20,AC,32.8011
"MULTILINESTRING ((-77.28411871005574 39.0622111540819, -77.28411029743809 39.06230933228611, -77.28408202048739 39.062394002114964, -77.2840458293996 39.062481179434336, -77.28398425712577 39.06260660003421, -77.28392525227477 39.062713395482504, -77.28386095707997 39.06281840187331, -77.28379181108677 39.06292144635192, -77.28374934102985 39.062979723469155))",2918,109858,ESWORTHY RD,109858,17,Gaithersburg West,YES,301.482654948,RIVER RD,808 ft (0.15 Mi) S of ESWORTHY TER,301.5,22,AC,68.3462
"MULTILINESTRING ((-77.28374934102985 39.062979723469155, -77.28347680007849 39.0634125699629, -77.28344448790102 39.063479230888504, -77.28340610113801 39.0635680433687, -77.28337344183635 39.06365812881702, -77.28334562934775 39.06374923253846, -77.28332354385502 39.06384126601216, -77.28330674323813 39.0639339731441, -77.28329566838421 39.06402718142533, -77.28328988049668 39.064121578033586, -77.28321585985547 39.064991363332254, -77.28320540244086 39.06512927308053))",2844,109859,ESWORTHY RD,109859,17,Gaithersburg West,YES,808.419267374,301 ft (0.06 Mi) N of RIVER RD,ESWORTHY TER,808.4,22,AC,72.8126
"MULTILINESTRING ((-77.28320540244086 39.06512927308053, -77.28319702680042 39.06523714675397, -77.28315413295782 39.06585331089427, -77.28314780828818 39.06592342682954, -77.28314279851526 39.06599216634696, -77.2831307337788 39.0661686909288, -77.28312147470216 39.06638656550442, -77.2831174987384 39.06660451268141, -77.28311924664304 39.06682253206705, -77.28313470289386 39.06727698931302, -77.28316046801112 39.067888096600036, -77.2831738480042 39.06815259260203, -77.28317908842838 39.06825253943219, -77.28319055070355 39.06847765691006, -77.28321039462651 39.06881755731946, -77.2832119739744 39.06888250571945))",2641,109860,ESWORTHY RD,109860,17,Gaithersburg West,YES,1368.09997353,ESWORTHY TER,ESWORTHY TER,1368.1,22,AC,63.05
"MULTILINESTRING ((-77.2832119739744 39.06888250571945, -77.28322816147667 39.06896741088705, -77.2832518321862 39.06905186866748, -77.2832807723083 39.069132881781385, -77.28331499039668 39.069212595276326, -77.28335404592477 39.06929083809701))",2221,109861,ESWORTHY RD,109861,17,Gaithersburg West,YES,154.570952642,ESWORTHY TER,1950 ft (0.37 Mi) SE of QUERY MILL RD,154.6,22,AC,69.8343
"MULTILINESTRING ((-77.2855103761174 39.07266226017658, -77.28555696899114 39.07275249636338, -77.28560883873179 39.07284108925966, -77.28566554409936 39.072927697046346, -77.28572708544961 39.07301240510168, -77.28578063000334 39.07307937168486, -77.28584299391325 39.07314966324174, -77.28590931041676 39.07321737076191, -77.28598045971408 39.07328249242556, -77.28605512026662 39.07334477394945, -77.28613461301732 39.07340421243572, -77.28648515192312 39.07363836753128, -77.28663260742084 39.073736593216644, -77.28676812196369 39.073821634646826))",1853,109862,ESWORTHY RD,109862,17,Gaithersburg West,YES,561.646394212,1543 ft (0.29 Mi) NW of ESWORTHY TER,QUERY MILL RD,561.6,22,AC,67.0918
"MULTILINESTRING ((-77.28676812196369 39.073821634646826, -77.28686169370064 39.073878206641375, -77.28697690246011 39.073950255701, -77.2871825246949 39.074059749941306, -77.28740755363702 39.07417734752762, -77.28749094848716 39.0742213307393))",1733,109863,ESWORTHY RD,109863,17,Gaithersburg West,YES,251.748666071,QUERY MILL RD,5145 ft (0.97 Mi) SE of HARTLEY HALL PL,251.7,22,AC,63.05
"MULTILINESTRING ((-77.28097778400377 39.06145655065713, -77.28112496333289 39.06160463554454, -77.28124349257251 39.06174360803043, -77.28137736045524 39.06186486859739, -77.28151558226091 39.061973848481564, -77.28164267998571 39.06205282423903, -77.28176312041184 39.06211808752977, -77.28193241651675 39.06218083049546, -77.28213207516121 39.06224023958883))",2979,109864,TRAVILAH TER,109864,17,Gaithersburg West,YES,444.806923604,TRAVILAH RD,Dead End,444.8,22,AC,80.51
"MULTILINESTRING ((-77.2777485354343 39.06332050297533, -77.27781748855118 39.06339138368721, -77.27808446977969 39.063667548253036, -77.27825079177117 39.06387033313079, -77.27829910486996 39.0639539612611, -77.27832762923887 39.06404321373498, -77.27833547288658 39.06413517510349, -77.27832380591731 39.064416377297924, -77.27831504813305 39.06454098283819))",2813,109865,WATERTOWN CT,109865,17,Gaithersburg West,YES,494.408234589,TRAVILAH RD,Dead End,494.4,22,AC,82.8251
"MULTILINESTRING ((-77.26326378505274 39.068756588126156, -77.2633476354262 39.0688104549716, -77.26345757522711 39.068894980168224, -77.26361964241869 39.069026750589366, -77.26389520953187 39.06925290500475, -77.26397468195147 39.069313216474654, -77.26406918217224 39.06938919594704, -77.2641579174222 39.06945403371108, -77.26424223252329 39.06951407657121, -77.26435341916904 39.06957809168825, -77.26445574737876 39.069627797324486, -77.26453554807365 39.069657733794905, -77.26465898124137 39.06969975524689, -77.26497855839719 39.069801394549195, -77.26522098780231 39.069876008598435, -77.26542330927914 39.06993904375388, -77.26552821712284 39.06997175382272, -77.26573363753693 39.07003915727804, -77.26663155859305 39.07032695628867, -77.26694672791301 39.07042568267591, -77.26707147495567 39.070465210630196))",24566,109867,GLEN RD,109867,17,Gaithersburg West,YES,1268.14441585,TRAVILAH RD,SQUIRES CT,1268.1,20,AC,74.205
"MULTILINESTRING ((-77.26957751382923 39.07127089949035, -77.27003289344832 39.07142017568152, -77.27018100450069 39.07146633882277, -77.27041509112782 39.07154396432682, -77.27094763105582 39.07172120183941, -77.2711358860827 39.071787434409586, -77.27124080996663 39.07182305689944, -77.27162745458936 39.071957213074775, -77.27177162634646 39.07200896065623, -77.27217722848233 39.072149249062946, -77.2722945009398 39.072189903882666, -77.27284779167974 39.072379525971684, -77.27304398685287 39.07244873993622, -77.27331687788941 39.072540083527514, -77.27345485726784 39.07258369181938, -77.27359240696275 39.07263013280733, -77.27381944396878 39.07270459322887, -77.27399799376333 39.07276458045871, -77.27453851432469 39.072951478636014, -77.2749590118272 39.073069671062186, -77.27502600917093 39.07308839042285, -77.2752697576783 39.073156888245734, -77.27543284119446 39.073201894153506, -77.27553686220968 39.07323056503905, -77.27570655731078 39.07327735685484, -77.27577662726272 39.0732934942003, -77.2758480320572 39.07331331777156, -77.27589607196393 39.07332556035536, -77.27596216188063 39.073337245046915, -77.27607755037374 39.073345210142826))",24575,109868,GLEN RD,109868,17,Gaithersburg West,YES,1996.74937571,LANTERN HOLLOW DR,QUERY MILL RD,1996.7,20,AC,61.3951
"MULTILINESTRING ((-77.24975976172978 39.081519530041504, -77.24901151507325 39.08136607892424, -77.24883525060348 39.08133007351075, -77.24870966190771 39.08130425660828, -77.24811788257699 39.08119105219389, -77.24764110204285 39.08109716410384, -77.24719429747996 39.08101213462696))",24588,109869,TRAVILAH RD,109869,17,Gaithersburg West,YES,751.359441178,TRAVILAH RD,MT PROSPECT DR,751.4,24,AC,77.4422
"MULTILINESTRING ((-77.23401247692014 39.10520746798501, -77.23389809594134 39.10538616316029, -77.23386924036262 39.10545220198459, -77.23383866273336 39.10553042809612, -77.23379595993342 39.10567208528417, -77.23376389417051 39.10583371345969, -77.23374044994951 39.10593792307007, -77.23369110822934 39.106070241085, -77.23363990350506 39.10617176059887, -77.23354776317737 39.10628279943964, -77.2333976298459 39.10644063017165))",24169,109872,DUFIEF DR,109872,17,Gaithersburg West,YES,488.637519906,917 ft (0.17 Mi) NE of BRANDY HALL LA,DARNESTOWN RD,488.6,25,AC,50.9667
"MULTILINESTRING ((-77.28217022527423 39.06075902719518, -77.28179826161877 39.06098678433892, -77.28146445029827 39.061178068686, -77.28097778400377 39.06145655065713))",3030,109873,TRAVILAH RD,109873,17,Gaithersburg West,YES,423.349637764,RIVER RD,TRAVILAH TER,423.3,22,AC,76.05
"MULTILINESTRING ((-77.28097778400377 39.06145655065713, -77.2807476265598 39.061588294549, -77.28022407094323 39.06189097262488, -77.27989289126278 39.06208190257227))",2978,109874,TRAVILAH RD,109874,17,Gaithersburg West,YES,383.107001836,TRAVILAH TER,758 ft (0.14 Mi) SW of WATERTOWN CT,383.1,22,AC,83.1103
"MULTILINESTRING ((-77.27989289126278 39.06208190257227, -77.27944531393548 39.062340207132415, -77.2786371135694 39.06280529415455, -77.27826024490987 39.06302275548252, -77.2777485354343 39.06332050297533))",2932,109875,TRAVILAH RD,109875,17,Gaithersburg West,YES,757.781590085,383 ft (0.07 Mi) NE of TRAVILAH TER,WATERTOWN CT,757.8,22,AC,79.4619
"MULTILINESTRING ((-77.2777485354343 39.06332050297533, -77.27762071602436 39.063394681903446, -77.27706112291115 39.063720082610395, -77.27700973266903 39.06375023523247, -77.27692055234075 39.06379849535987, -77.27682783583577 39.063843160080815, -77.2767324630049 39.063884055863106, -77.27663443362218 39.06392101092018, -77.27653330767926 39.06395419772918, -77.27640046120212 39.063981453390944))",2812,109876,TRAVILAH RD,109876,17,Gaithersburg West,YES,455.481927094,WATERTOWN CT,590 ft (0.11 Mi) W of BISSEL LA,455.5,22,AC,79.7846
"MULTILINESTRING ((-77.27640046120212 39.063981453390944, -77.2763353443665 39.063991388494316, -77.2762473318443 39.064000433960366, -77.27615886096626 39.06400493279013, -77.2760703735338 39.064005055721736, -77.27598186879834 39.06400071669851, -77.27589378660228 39.06399191502029, -77.27580833000025 39.06397898838812, -77.27536831089957 39.06392202193077, -77.27525951759934 39.06390794865495, -77.27434601719301 39.06379237157028))",2773,109877,TRAVILAH RD,109877,17,Gaithersburg West,YES,590.189240278,455 ft (0.09 Mi) NE of WATERTOWN CT,BISSEL LA,590.2,22,AC,77.8047
"MULTILINESTRING ((-77.2698879612761 39.063969788758286, -77.26966404015054 39.06401217610418, -77.26907363627615 39.06411709751454, -77.26880835414613 39.06416549880604, -77.26851405233919 39.06422348995417, -77.26822108634684 39.06428559566694, -77.26797125489725 39.06434545720426, -77.26775354606846 39.064401383560885, -77.26745360784525 39.06448289467104, -77.26719810741645 39.06455761089605, -77.26691842446054 39.06464053336746, -77.26663876613782 39.06473031894191, -77.26648311340993 39.0647819829034))",24552,109878,TRAVILAH RD,109878,17,Gaithersburg West,YES,1012.95652462,BRUSHWOOD TER,323 ft (0.06 Mi) SW of STONEY CREEK RD,1013,22,AC,78.7399
"MULTILINESTRING ((-77.26648311340993 39.0647819829034, -77.26621930969868 39.0648735335728, -77.26594847907285 39.064969904082936, -77.26566931230639 39.06507410133078, -77.26545302488047 39.06515807722043))",24553,109879,TRAVILAH RD,109879,17,Gaithersburg West,YES,323.006283334,1013 ft (0.19 Mi) E of BRUSHWOOD TER,STONEY CREEK RD,323,22,AC,79.5293
